100 0.206013
200 0.474708
300 0.906577
400 1.483093
500 2.223479
600 3.098549
700 4.144266
800 5.342236
900 6.642812
1000 8.188335
1100 9.773634
1200 11.670372
1300 13.532758
1400 15.745073
1500 17.934216
1600 20.391024
1700 23.025342
1800 25.612397
1900 28.603361
2000 31.676855
2100 34.936280
2200 38.057391
2300 41.637214
2400 45.254342
2500 49.043028
2600 53.318000
2700 57.219290
2800 61.900857
2900 65.783148
3000 70.557240
3100 75.253957
3200 79.961909
3300 85.654300
3400 90.407842
3500 96.258167
3600 101.374529
3700 106.888063
3800 112.361600
3900 118.505357
4000 124.574000
4100 131.419692
4200 138.359417
4300 144.560417
4400 151.878182
4500 157.406500
4600 164.502500
4700 171.410000
4800 178.807556
4900 187.979444
