100 0.723252
200 1.357430
300 1.991741
400 2.654620
500 3.297028
600 3.938972
700 4.580299
800 5.334252
900 5.996019
1000 6.653783
1100 7.308449
1200 7.966575
1300 8.992579
1400 9.685103
1500 10.368160
1600 11.053594
1700 11.741028
1800 12.425443
1900 13.895358
2000 14.619523
2100 15.342160
2200 16.072849
2300 16.801774
2400 17.526185
2500 19.748189
2600 20.535698
2700 21.322906
2800 22.110057
2900 22.897208
3000 23.685962
3100 27.096226
3200 27.968673
3300 28.844792
3400 29.713692
3500 30.588208
3600 34.408857
3700 35.371600
3800 36.321114
3900 37.279429
4000 38.228800
4100 61.009115
4200 62.502885
4300 63.987654
4400 65.476762
4500 66.962571
4600 68.452667
4700 70.796952
4800 72.310667
4900 73.828238
