100 0.176808
200 0.460032
300 0.928839
400 1.588133
500 2.057139
600 2.973113
700 4.087801
800 5.411492
900 6.928486
1000 7.939563
1100 9.630418
1200 11.595639
1300 13.730328
1400 15.284920
1500 17.523535
1600 20.065407
1700 22.947935
1800 25.930716
1900 28.048065
2000 31.166232
2100 34.423059
2200 38.039152
2300 40.863488
2400 44.366051
2500 48.396500
2600 52.691273
2700 57.192867
2800 60.692655
2900 64.859889
3000 69.635400
3100 74.645783
3200 78.921727
3300 83.955524
3400 89.502947
3500 94.693500
3600 100.751941
3700 105.526687
3800 111.307867
3900 117.050133
4000 123.294071
4100 130.532500
4200 135.886077
4300 142.804091
4400 148.972818
4500 156.050091
4600 163.142800
4700 169.800200
4800 176.710778
4900 184.888222
